id,lat,lon,name,amenity,alias
3660449200,45.1477368,-122.5778186,Sundowner Steak & Pizza House,restaurant,food_drink
3660478285,45.150907,-122.6016695,C'Est La Vie Coffee,restaurant,food_drink
3660478294,45.1508288,-122.6051511,Papa Murphy's Take 'N' Bake Pizza,restaurant,food_drink
3660478295,45.1507549,-122.6049601,San Blas Mexican,restaurant,food_drink
3662486227,45.546134,-122.5941816,Pizzeria Otto,restaurant,food_drink
3664761404,45.5213671,-122.6568445,Biwa,restaurant,food_drink
3683214825,45.513511,-122.659124,Renata,restaurant,food_drink
3684688622,45.7192591,-122.6613271,Pizza Schmizza,restaurant,food_drink
3686007671,45.5625723,-122.6697389,Enat Kitchen,restaurant,food_drink
3686316614,45.5349837,-122.6313433,Pieology,restaurant,food_drink
3688510025,45.488638,-122.808867,Super Bowl Teriyaki,restaurant,food_drink
3692208428,45.7236196,-122.6528445,I am Thai,restaurant,food_drink
3692208431,45.723153,-122.6518421,Sparky's Pizza,restaurant,food_drink
3694385600,45.5266754,-122.6417813,The Sudra Indian,restaurant,food_drink
3694385601,45.5268919,-122.6415984,The Pie Spot,restaurant,food_drink
3694385602,45.5266772,-122.6418564,Slow Burger,restaurant,food_drink
3694497255,45.7190373,-122.6624117,KC Teriyaki,restaurant,food_drink
3698130398,45.5190677,-122.6780996,Departure,restaurant,food_drink
3698130400,45.5190198,-122.6779146,Urban Farmer,restaurant,food_drink
3703526557,45.7210618,-122.6630274,ei8ht noodles,restaurant,food_drink
3703526561,45.7179554,-122.65882,Mio Sushi,restaurant,food_drink
3703591472,45.5227318,-122.6564979,Thai Champa,restaurant,food_drink
3703627827,45.5228027,-122.6600122,Mirakutei,restaurant,food_drink
3712279352,45.5628713,-122.6351122,Autentica,restaurant,food_drink
3718953488,45.6502143,-122.5909317,HomeTown Buffet,restaurant,food_drink
3720436529,45.5397798,-122.9614644,Amelia's,restaurant,food_drink
3720649511,45.5485899,-122.6200217,Daruma sushi + saké,restaurant,food_drink
3721585434,45.5192173,-122.6514335,Sunee Thai & Lao,restaurant,food_drink
3721615836,45.5226445,-122.6436809,Luce,restaurant,food_drink
3728983581,45.4976515,-122.5825307,Safari Restaurant,restaurant,food_drink
3734009564,45.5154068,-122.6656708,Boke Bowl,restaurant,food_drink
3750146190,45.5073984,-122.680189,Lincoln Station Grill,restaurant,food_drink
3751141024,45.5895932,-122.7558563,Pizza Nostra,restaurant,food_drink
3757485723,45.5262461,-122.6165411,Rice and Spice Teriyaki,restaurant,food_drink
